Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Ferencváros,UEFA Europa League,J1,53%,346 of 449 — 77%,2 of 10 — 20%,2 of 3 — 66%
Viktoria Plzeň,UEFA Europa League,J1,47%,78% — 304 of 392,33% — 3 of 9,50% — 1 of 2
