Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Werder Bremen,German Bundesliga,J10,60%,529 of 644 — 82%,7 of 20 — 35%,3 of 4 — 75%
Wolfsburg,German Bundesliga,J10,40%,77% — 334 of 434,57% — 4 of 7,71% — 5 of 7
