Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Sassuolo,Italian Serie A,J3,42%,377 of 450 — 84%,3 of 10 — 30%,3 of 3 — 100%
Lazio,Italian Serie A,J3,58%,85% — 537 of 634,23% — 3 of 13,66% — 2 of 3
