Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Barcelona,Spanish La Liga,J5,70%,693 of 775 — 89%,7 of 16 — 44%,2 of 2 — 100%
Getafe,Spanish La Liga,J5,30%,68% — 226 of 332,67% — 2 of 3,57% — 4 of 7
