Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Le Havre,French Ligue 1,J7,43%,356 of 456 — 78%,1 of 9 — 11%,1 of 3 — 33%
Rennes,French Ligue 1,J7,57%,82% — 487 of 595,33% — 3 of 9,0% — 0 of 1
