Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Marseille,French Ligue 1,J5,32%,260 of 338 — 77%,2 of 9 — 22%,5 of 5 — 100%
Paris S-G,French Ligue 1,J5,68%,90% — 631 of 703,42% — 5 of 12,50% — 1 of 2
