Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Bologna,Italian Serie A,J9,71%,610 of 699 — 87%,2 of 11 — 18%,2 of 2 — 100%
Torino,Italian Serie A,J9,29%,68% — 193 of 284,25% — 2 of 8,100% — 2 of 2
