Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Como,Italian Serie A,J9,70%,542 of 631 — 86%,5 of 15 — 33%,7 of 8 — 87%
Hellas Verona,Italian Serie A,J9,30%,63% — 174 of 276,62% — 8 of 13,40% — 2 of 5
