,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J4,Santiago Castro,Bologna,UEFA Europa League,9.0,ar ARG,"FW,LW",21-038,81,0,0,0,0,2,1,0,0,21,0,0,0,0.2,0.2,0.1,3,0,12,15,80.0,2,12,0,0,0,Santiago Castro,9.0,ar ARG,"FW,LW",21-038,81,12,15,80.0,235,45,4,5,80.0,7,8,87.5,1,1,100.0,0,0.1,0.0,2,0,0,0,2,Santiago Castro,9.0,ar ARG,"FW,LW",21-038,81,15,14,1,0,0,0,0,0,0,0,0,0,12,0,0,Santiago Castro,9.0,ar ARG,"FW,LW",21-038,81,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,Santiago Castro,9.0,ar ARG,"FW,LW",21-038,81,21,1,4,10,7,3,21,0,0,,0,,12,59,15,0,0,0,3,2,17,4,Santiago Castro,9.0,ar ARG,"FW,LW",21-038,81,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,66.7
J4,Thijs Dallinga,Bologna,UEFA Europa League,24.0,nl NED,FW,25-095,9,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,5,5,100.0,1,2,0,1,1,Thijs Dallinga,24.0,nl NED,FW,25-095,9,5,5,100.0,100,16,1,1,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,1,0,1,1,1,Thijs Dallinga,24.0,nl NED,FW,25-095,9,5,4,1,0,0,0,1,1,0,0,0,0,5,0,0,Thijs Dallinga,24.0,nl NED,FW,25-095,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Thijs Dallinga,24.0,nl NED,FW,25-095,9,5,0,1,0,4,0,5,1,1,100.0,0,0.0,2,11,2,0,0,0,0,0,1,1,Thijs Dallinga,24.0,nl NED,FW,25-095,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
J4,Nicolò Cambiaghi,Bologna,UEFA Europa League,28.0,it ITA,LW,24-313,74,0,0,0,0,2,0,0,0,36,0,0,1,0.1,0.1,0.0,2,0,20,28,71.4,4,31,10,0,0,Nicolò Cambiaghi,28.0,it ITA,LW,24-313,74,20,28,71.4,353,59,12,13,92.3,6,11,54.5,2,2,100.0,0,0.0,0.0,0,2,0,0,4,Nicolò Cambiaghi,28.0,it ITA,LW,24-313,74,28,26,2,0,0,1,5,2,0,0,0,0,20,0,2,Nicolò Cambiaghi,28.0,it ITA,LW,24-313,74,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Nicolò Cambiaghi,28.0,it ITA,LW,24-313,74,36,0,1,8,27,5,36,0,0,,0,,31,298,190,10,5,5,2,2,32,10,Nicolò Cambiaghi,28.0,it ITA,LW,24-313,74,0,0,0,0,4,0,5,0,0,0,0,0,1,0,3,0.0
J4,Jens Odgaard,Bologna,UEFA Europa League,21.0,dk DEN,"LW,FW",26-220,16,0,0,0,0,2,0,0,0,15,0,0,2,0.3,0.3,0.0,1,0,5,9,55.6,1,8,1,1,1,Jens Odgaard,21.0,dk DEN,"LW,FW",26-220,16,5,9,55.6,52,14,4,4,100.0,1,1,100.0,0,3,0.0,0,0.0,0.0,0,1,0,0,1,Jens Odgaard,21.0,dk DEN,"LW,FW",26-220,16,9,9,0,0,0,0,2,0,0,0,0,0,5,0,1,Jens Odgaard,21.0,dk DEN,"LW,FW",26-220,16,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Jens Odgaard,21.0,dk DEN,"LW,FW",26-220,16,15,0,0,2,13,2,15,1,1,100.0,0,0.0,8,57,33,1,1,1,1,2,10,5,Jens Odgaard,21.0,dk DEN,"LW,FW",26-220,16,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,
J4,Federico Bernardeschi,Bologna,UEFA Europa League,10.0,it ITA,RW,31-263,74,0,0,0,0,2,0,0,0,45,2,0,1,0.1,0.1,0.2,5,0,24,33,72.7,3,30,3,5,2,Federico Bernardeschi,10.0,it ITA,RW,31-263,74,24,33,72.7,454,108,9,10,90.0,9,11,81.8,4,7,57.1,0,0.2,0.2,3,2,2,1,3,Federico Bernardeschi,10.0,it ITA,RW,31-263,74,33,29,4,0,0,0,6,1,3,2,0,0,24,0,1,Federico Bernardeschi,10.0,it ITA,RW,31-263,74,2,1,1,0,1,0,1,0.0,1,1,0,1,0,2,0,0,Federico Bernardeschi,10.0,it ITA,RW,31-263,74,45,1,5,13,28,8,45,5,2,40.0,3,60.0,30,240,79,3,1,3,2,2,31,7,Federico Bernardeschi,10.0,it ITA,RW,31-263,74,0,0,0,0,1,0,6,0,1,0,0,0,4,0,0,
J4,Riccardo Orsolini,Bologna,UEFA Europa League,7.0,it ITA,RW,28-286,16,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.2,1,0,3,3,100.0,1,4,2,0,0,Riccardo Orsolini,7.0,it ITA,RW,28-286,16,3,3,100.0,66,11,0,0,,3,3,100.0,0,0,,0,0.2,0.1,1,0,0,0,1,Riccardo Orsolini,7.0,it ITA,RW,28-286,16,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0,Riccardo Orsolini,7.0,it ITA,RW,28-286,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Riccardo Orsolini,7.0,it ITA,RW,28-286,16,4,0,1,1,2,1,4,0,0,,0,,4,42,36,2,1,1,0,0,3,2,Riccardo Orsolini,7.0,it ITA,RW,28-286,16,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,
J4,Giovanni Fabbian,Bologna,UEFA Europa League,80.0,it ITA,AM,22-296,28,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,1,0,Giovanni Fabbian,80.0,it ITA,AM,22-296,28,1,2,50.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Giovanni Fabbian,80.0,it ITA,AM,22-296,28,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Giovanni Fabbian,80.0,it ITA,AM,22-296,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Giovanni Fabbian,80.0,it ITA,AM,22-296,28,8,0,2,3,3,2,8,1,0,0.0,1,100.0,3,8,0,0,0,0,0,1,5,1,Giovanni Fabbian,80.0,it ITA,AM,22-296,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
J4,Juan Miranda,Bologna,UEFA Europa League,33.0,es ESP,LB,25-291,62,0,0,0,0,0,0,1,0,83,1,0,0,0.0,0.0,0.1,6,0,55,75,73.3,8,42,2,2,2,Juan Miranda,33.0,es ESP,LB,25-291,62,55,75,73.3,1190,479,20,23,87.0,20,26,76.9,15,24,62.5,0,0.1,0.2,3,5,2,1,8,Juan Miranda,33.0,es ESP,LB,25-291,62,75,52,21,4,0,0,14,11,6,1,3,0,55,2,0,Juan Miranda,33.0,es ESP,LB,25-291,62,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,4,0,Juan Miranda,33.0,es ESP,LB,25-291,62,83,4,19,25,41,0,83,2,2,100.0,0,0.0,42,157,78,2,1,0,2,1,51,6,Juan Miranda,33.0,es ESP,LB,25-291,62,1,0,0,0,0,0,14,0,0,0,0,0,1,1,0,100.0
J4,Lewis Ferguson,Bologna,UEFA Europa League,19.0,sct SCO,DM,26-074,90,0,0,0,0,2,1,1,0,84,1,3,1,0.2,0.2,0.0,2,0,58,70,82.9,10,44,1,0,0,Lewis Ferguson,19.0,sct SCO,DM,26-074,90,58,70,82.9,1031,192,22,24,91.7,32,37,86.5,3,5,60.0,0,0.0,0.0,0,9,0,0,10,Lewis Ferguson,19.0,sct SCO,DM,26-074,90,70,68,1,1,0,0,2,0,0,0,0,0,58,1,2,Lewis Ferguson,19.0,sct SCO,DM,26-074,90,1,0,0,1,0,1,1,100.0,0,1,0,1,3,4,3,0,Lewis Ferguson,19.0,sct SCO,DM,26-074,90,84,3,16,46,23,3,84,0,0,,0,,44,195,96,1,1,0,1,0,61,3,Lewis Ferguson,19.0,sct SCO,DM,26-074,90,1,0,0,2,1,0,2,3,0,0,0,0,6,2,2,50.0
J4,Nikola Moro,Bologna,UEFA Europa League,6.0,hr CRO,DM,27-239,81,0,0,0,0,1,0,0,0,62,0,1,3,0.0,0.0,0.1,2,0,46,51,90.2,10,27,1,1,0,Nikola Moro,6.0,hr CRO,DM,27-239,81,46,51,90.2,1040,277,12,13,92.3,23,24,95.8,11,14,78.6,0,0.1,0.0,1,8,1,0,10,Nikola Moro,6.0,hr CRO,DM,27-239,81,51,47,4,3,0,2,0,1,0,0,0,0,46,0,0,Nikola Moro,6.0,hr CRO,DM,27-239,81,0,0,0,0,0,0,2,0.0,2,3,2,1,1,1,2,0,Nikola Moro,6.0,hr CRO,DM,27-239,81,62,3,16,36,11,0,62,1,0,0.0,1,100.0,27,120,52,1,0,0,1,0,38,1,Nikola Moro,6.0,hr CRO,DM,27-239,81,0,0,0,0,3,0,0,1,0,0,0,0,5,0,1,0.0
