Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Torino,Italian Serie A,J8,59%,430 of 552 — 78%,6 of 13 — 46%,2 of 3 — 66%
Genoa,Italian Serie A,J8,41%,76% — 291 of 384,27% — 3 of 11,83% — 5 of 6
