Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Dortmund,German Bundesliga,J4,56%,495 of 588 — 84%,4 of 12 — 33%,0 of 0 — %
Wolfsburg,German Bundesliga,J4,44%,82% — 379 of 460,0% — 0 of 9,75% — 3 of 4
