Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Arsenal,UEFA Champions League,J3,51%,400 of 460 — 87%,8 of 19 — 42%,1 of 1 — 100%
Atlético Madrid,UEFA Champions League,J3,49%,82% — 357 of 435,9% — 1 of 11,50% — 4 of 8
