Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lille,French Ligue 1,J6,54%,376 of 464 — 81%,3 of 14 — 21%,1 of 2 — 50%
Lyon,French Ligue 1,J6,46%,80% — 318 of 397,40% — 2 of 5,100% — 3 of 3
