Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Genk,UEFA Europa League,J3,44%,390 of 491 — 79%,1 of 5 — 20%,3 of 3 — 100%
Betis,UEFA Europa League,J3,56%,87% — 544 of 625,30% — 3 of 10,100% — 1 of 1
