,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J11,Aarón Escandell,Oviedo,Spanish La Liga,es ESP,30-037,90,5,0,5,100.0,1.2,4,11,36.4,30,5,36.7,33.6,3,0.0,29.0,20,1,5.0,0,10.3
J11,Sergio Herrera,Osasuna,Spanish La Liga,es ESP,32-151,90,2,0,2,100.0,0.6,4,10,40.0,26,4,34.6,31.8,7,14.3,19.4,16,2,12.5,2,17.3
