Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Aston Villa,UEFA Europa League,J1,46%,284 of 371 — 77%,3 of 11 — 27%,7 of 7 — 100%
Bologna,UEFA Europa League,J1,54%,78% — 333 of 429,41% — 7 of 17,66% — 2 of 3
