,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Jack Butland,Rangers,UEFA Europa League,eng ENG,32-241,90,3,2,1,33.3,1.9,9,19,47.4,42,6,40.5,35.2,2,100.0,73.5,12,0,0.0,1,24.0
J4,Mile Svilar,Roma,UEFA Europa League,rs SRB,26-071,90,2,0,2,100.0,0.4,6,12,50.0,29,8,27.6,33.4,9,44.4,40.2,6,1,16.7,3,21.3
