Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Roma,Italian Serie A,J5,57%,345 of 486 — 71%,5 of 10 — 50%,3 of 3 — 100%
Hellas Verona,Italian Serie A,J5,43%,66% — 240 of 365,25% — 3 of 12,60% — 3 of 5
