Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Paris S-G,French Ligue 1,J4,69%,745 of 806 — 92%,6 of 14 — 43%,3 of 3 — 100%
Lens,French Ligue 1,J4,31%,82% — 302 of 370,27% — 3 of 11,66% — 4 of 6
