Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Alavés,Spanish La Liga,J3,40%,316 of 398 — 79%,1 of 4 — 25%,5 of 6 — 83%
Atlético Madrid,Spanish La Liga,J3,60%,82% — 491 of 599,40% — 6 of 15,100% — 1 of 1
