Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Barcelona,Spanish La Liga,J4,71%,644 of 719 — 90%,10 of 24 — 42%,1 of 1 — 100%
Valencia,Spanish La Liga,J4,29%,67% — 198 of 295,50% — 1 of 2,40% — 4 of 10
