Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Nantes,French Ligue 1,J8,37%,247 of 341 — 72%,2 of 8 — 25%,3 of 5 — 60%
Lille,French Ligue 1,J8,63%,85% — 494 of 582,22% — 5 of 23,100% — 2 of 2
