Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Villarreal,Spanish La Liga,J5,66%,470 of 555 — 85%,8 of 26 — 31%,2 of 2 — 100%
Osasuna,Spanish La Liga,J5,34%,77% — 222 of 290,40% — 2 of 5,75% — 6 of 8
