,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Martin Jedlička,Viktoria Plzeň,UEFA Europa League,cz CZE,27-286,90,4,0,4,100.0,1.3,3,18,16.7,25,3,56.0,43.4,5,80.0,55.4,7,0,0.0,0,11.5
J4,Ederson,Fenerbahçe,UEFA Europa League,br BRA,32-081,90,6,0,6,100.0,1.0,14,32,43.8,53,6,52.8,41.5,4,100.0,70.0,17,3,17.6,0,4.8
