Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Barcelona,UEFA Champions League,J3,72%,624 of 699 — 89%,6 of 13 — 46%,1 of 1 — 100%
Olympiacos,UEFA Champions League,J3,28%,66% — 181 of 276,25% — 1 of 4,16% — 1 of 6
