Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
St. Pauli,German Bundesliga,J5,50%,403 of 510 — 79%,5 of 13 — 38%,2 of 4 — 50%
Leverkusen,German Bundesliga,J5,50%,84% — 433 of 515,80% — 4 of 5,80% — 4 of 5
