Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Villarreal,UEFA Champions League,J3,34%,301 of 366 — 82%,2 of 11 — 18%,4 of 6 — 66%
Manchester City,UEFA Champions League,J3,66%,92% — 638 of 696,60% — 6 of 10,100% — 2 of 2
