Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Augsburg,German Bundesliga,J6,47%,313 of 423 — 74%,5 of 10 — 50%,3 of 4 — 75%
Wolfsburg,German Bundesliga,J6,53%,81% — 380 of 472,29% — 4 of 14,40% — 2 of 5
