Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Gladbach,German Bundesliga,J8,18%,134 of 208 — 64%,0 of 0 — %,7 of 10 — 70%
Bayern Munich,German Bundesliga,J8,82%,91% — 863 of 948,37% — 10 of 27,% — 0 of 0
