,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Timothy Fayulu,FC Noah,UEFA Europa Conference League,,26-105,90,3,2,1,33.3,1.7,7,14,50.0,41,3,34.1,32.3,5,0.0,15.0,17,1,5.9,0,8.5
J3,Jan Koutny,Sigma Olomouc,UEFA Europa Conference League,cz CZE,21-023,90,2,1,1,50.0,0.5,2,10,20.0,15,4,40.0,36.8,7,57.1,46.3,16,2,12.5,5,17.6
