Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Stuttgart,German Bundesliga,J8,59%,414 of 524 — 79%,8 of 19 — 42%,1 of 1 — 100%
Mainz 05,German Bundesliga,J8,41%,67% — 248 of 369,8% — 1 of 12,75% — 6 of 8
