Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
RB Salzburg,UEFA Europa League,J1,43%,306 of 391 — 78%,3 of 15 — 20%,2 of 3 — 66%
Porto,UEFA Europa League,J1,57%,83% — 440 of 528,20% — 3 of 15,100% — 3 of 3
