Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
RB Leipzig,German Bundesliga,J9,43%,348 of 448 — 78%,9 of 16 — 56%,3 of 4 — 75%
Stuttgart,German Bundesliga,J9,57%,84% — 507 of 605,29% — 4 of 14,77% — 7 of 9
