Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Dortmund,German Bundesliga,J8,69%,572 of 668 — 86%,9 of 27 — 33%,0 of 0 — %
Köln,German Bundesliga,J8,31%,74% — 221 of 297,0% — 0 of 5,88% — 8 of 9
