,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Gianluigi Donnarumma,Manchester City,UEFA Champions League,it ITA,26-253,90,4,1,3,75.0,1.0,4,12,33.3,31,8,35.5,34.5,3,33.3,44.7,15,1,6.7,3,15.4
J4,Gregor Kobel,Dortmund,UEFA Champions League,ch SUI,27-334,90,11,4,7,63.6,3.2,3,10,30.0,26,4,30.8,34.1,3,66.7,62.0,8,0,0.0,2,19.7
