Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Leverkusen,German Bundesliga,J6,73%,769 of 849 — 91%,3 of 20 — 15%,3 of 3 — 100%
Union Berlin,German Bundesliga,J6,27%,71% — 222 of 314,30% — 3 of 10,33% — 1 of 3
