,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Okan Kocuk,Samsunspor,UEFA Europa Conference League,tr TUR,30-102,90,1,0,1,100.0,0.5,3,4,75.0,16,2,25.0,29.2,4,0.0,20.0,7,0,0.0,1,15.0
J3,Henry Bonello,Ħamrun Spartans FC,UEFA Europa Conference League,mt MLT,37-024,90,7,3,4,57.1,2.0,5,6,83.3,21,2,28.6,30.6,3,0.0,34.7,6,0,0.0,1,13.0
