Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Basel,UEFA Europa League,J2,36%,232 of 325 — 71%,4 of 12 — 33%,6 of 6 — 100%
Stuttgart,UEFA Europa League,J2,64%,83% — 484 of 585,21% — 6 of 28,50% — 2 of 4
