Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Viktoria Plzeň,UEFA Europa League,J2,59%,430 of 508 — 85%,7 of 14 — 50%,1 of 1 — 100%
Malmö,UEFA Europa League,J2,41%,76% — 269 of 354,13% — 1 of 8,57% — 4 of 7
