Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Leverkusen,UEFA Champions League,J2,47%,456 of 527 — 87%,4 of 14 — 29%,0 of 1 — 0%
PSV Eindhoven,UEFA Champions League,J2,53%,86% — 517 of 603,17% — 1 of 6,75% — 3 of 4
