Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Olympiacos,UEFA Champions League,J4,40%,247 of 343 — 72%,4 of 18 — 22%,1 of 2 — 50%
PSV Eindhoven,UEFA Champions League,J4,60%,83% — 422 of 511,20% — 2 of 10,75% — 3 of 4
