Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Rangers,UEFA Europa League,J1,53%,442 of 519 — 85%,1 of 11 — 9%,2 of 3 — 66%
Genk,UEFA Europa League,J1,47%,88% — 407 of 462,18% — 3 of 17,100% — 1 of 1
