Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Torino,Italian Serie A,J4,39%,344 of 419 — 82%,4 of 10 — 40%,2 of 5 — 40%
Atalanta,Italian Serie A,J4,61%,87% — 561 of 647,56% — 5 of 9,100% — 4 of 4
