,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J4,Dele,Ferencváros,UEFA Europa League,11.0,ng NGA,FW,24-257,63,0,2,0,0,3,2,1,0,15,0,0,0,0.3,0.3,0.5,2,1,5,7,71.4,2,10,1,0,0,Dele,11.0,ng NGA,FW,24-257,63,5,7,71.4,89,33,1,3,33.3,3,3,100.0,0,0,,2,0.5,0.0,3,2,0,0,2,Dele,11.0,ng NGA,FW,24-257,63,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0,Dele,11.0,ng NGA,FW,24-257,63,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Dele,11.0,ng NGA,FW,24-257,63,15,0,1,4,10,5,15,0,0,,0,,10,67,20,1,0,0,2,2,10,2,Dele,11.0,ng NGA,FW,24-257,63,1,0,0,1,1,1,1,0,0,0,0,0,3,0,2,0.0
J4,Lenny Joseph,Ferencváros,UEFA Europa League,75.0,fr FRA,FW,25-025,27,1,0,0,0,1,1,0,0,10,0,0,0,0.1,0.1,0.0,0,0,3,5,60.0,0,4,2,0,0,Lenny Joseph,75.0,fr FRA,FW,25-025,27,3,5,60.0,37,0,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Lenny Joseph,75.0,fr FRA,FW,25-025,27,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Lenny Joseph,75.0,fr FRA,FW,25-025,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Lenny Joseph,75.0,fr FRA,FW,25-025,27,10,1,2,3,5,2,10,0,0,,0,,4,57,52,2,1,1,1,0,5,3,Lenny Joseph,75.0,fr FRA,FW,25-025,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
J4,Aleksandar Pešić,Ferencváros,UEFA Europa League,8.0,rs SRB,FW,33-169,79,0,0,0,0,3,0,0,0,23,0,0,0,0.1,0.1,0.0,4,0,11,16,68.8,3,10,3,0,0,Aleksandar Pešić,8.0,rs SRB,FW,33-169,79,11,16,68.8,209,39,6,7,85.7,3,4,75.0,2,2,100.0,0,0.0,0.1,1,1,1,1,3,Aleksandar Pešić,8.0,rs SRB,FW,33-169,79,16,15,1,0,0,0,2,0,0,0,0,0,11,0,2,Aleksandar Pešić,8.0,rs SRB,FW,33-169,79,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Aleksandar Pešić,8.0,rs SRB,FW,33-169,79,23,0,1,7,15,6,23,0,0,,0,,10,59,31,3,0,3,2,0,18,10,Aleksandar Pešić,8.0,rs SRB,FW,33-169,79,0,0,0,1,2,1,2,0,0,0,0,0,2,2,4,33.3
J4,Barnabás Varga,Ferencváros,UEFA Europa League,19.0,hu HUN,FW,31-285,11,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,1,4,0,1,1,Barnabás Varga,19.0,hu HUN,FW,31-285,11,5,7,71.4,49,23,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0,1,0,0,1,Barnabás Varga,19.0,hu HUN,FW,31-285,11,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,Barnabás Varga,19.0,hu HUN,FW,31-285,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Barnabás Varga,19.0,hu HUN,FW,31-285,11,9,1,1,6,2,0,9,1,1,100.0,0,0.0,4,42,23,0,0,0,1,0,6,1,Barnabás Varga,19.0,hu HUN,FW,31-285,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7
J4,Gavriel Kanichowsky,Ferencváros,UEFA Europa League,36.0,il ISR,CM,28-074,79,1,0,0,0,3,1,0,0,58,2,0,0,0.4,0.4,0.2,7,0,35,47,74.5,7,35,1,0,0,Gavriel Kanichowsky,36.0,il ISR,CM,28-074,79,35,47,74.5,609,195,16,16,100.0,15,19,78.9,3,7,42.9,0,0.2,0.2,3,2,3,0,7,Gavriel Kanichowsky,36.0,il ISR,CM,28-074,79,47,40,7,4,1,0,7,0,3,2,0,0,35,0,3,Gavriel Kanichowsky,36.0,il ISR,CM,28-074,79,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,Gavriel Kanichowsky,36.0,il ISR,CM,28-074,79,58,0,4,25,29,1,58,0,0,,0,,35,189,74,1,2,0,1,1,36,5,Gavriel Kanichowsky,36.0,il ISR,CM,28-074,79,0,0,0,1,0,1,7,0,1,0,0,0,6,1,1,50.0
J4,Bence Ötvös,Ferencváros,UEFA Europa League,23.0,hu HUN,CM,27-238,11,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,3,6,50.0,0,5,0,0,0,Bence Ötvös,23.0,hu HUN,CM,27-238,11,3,6,50.0,33,11,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Bence Ötvös,23.0,hu HUN,CM,27-238,11,6,6,0,0,0,0,1,0,0,0,0,0,3,0,2,Bence Ötvös,23.0,hu HUN,CM,27-238,11,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Bence Ötvös,23.0,hu HUN,CM,27-238,11,8,0,1,2,5,1,8,0,0,,0,,5,7,3,0,0,0,1,0,5,1,Bence Ötvös,23.0,hu HUN,CM,27-238,11,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0
J4,Naby Keïta,Ferencváros,UEFA Europa League,5.0,gn GUI,CM,30-269,45,0,0,0,0,3,0,1,0,48,3,1,1,0.1,0.1,0.0,1,0,32,36,88.9,0,24,2,1,0,Naby Keïta,5.0,gn GUI,CM,30-269,45,32,36,88.9,360,61,22,24,91.7,5,5,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,Naby Keïta,5.0,gn GUI,CM,30-269,45,36,35,0,0,0,0,0,0,0,0,0,0,32,1,0,Naby Keïta,5.0,gn GUI,CM,30-269,45,3,0,1,2,0,2,2,100.0,0,1,0,1,1,4,3,0,Naby Keïta,5.0,gn GUI,CM,30-269,45,48,3,5,32,11,0,48,1,0,0.0,1,100.0,24,149,82,2,0,0,1,0,31,0,Naby Keïta,5.0,gn GUI,CM,30-269,45,1,0,0,2,0,0,0,1,0,0,0,0,3,0,1,0.0
J4,Alex Tóth,Ferencváros,UEFA Europa League,64.0,hu HUN,CM,20-014,45,0,1,0,0,0,0,0,0,30,0,1,1,0.0,0.0,0.7,2,1,24,27,88.9,9,18,0,2,2,Alex Tóth,64.0,hu HUN,CM,20-014,45,24,27,88.9,361,131,13,13,100.0,8,8,100.0,2,3,66.7,1,0.7,0.1,2,4,2,0,9,Alex Tóth,64.0,hu HUN,CM,20-014,45,27,24,3,1,0,0,2,0,2,1,0,0,24,0,1,Alex Tóth,64.0,hu HUN,CM,20-014,45,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,0,Alex Tóth,64.0,hu HUN,CM,20-014,45,30,0,4,15,11,0,30,2,2,100.0,0,0.0,18,123,67,0,3,0,0,1,24,3,Alex Tóth,64.0,hu HUN,CM,20-014,45,0,0,0,2,1,0,2,1,0,0,0,0,2,2,1,66.7
J4,Kristoffer Zachariassen,Ferencváros,UEFA Europa League,16.0,no NOR,CM,31-010,66,0,0,0,0,2,0,0,0,28,1,0,2,0.2,0.2,0.0,1,0,15,18,83.3,0,11,1,1,0,Kristoffer Zachariassen,16.0,no NOR,CM,31-010,66,15,18,83.3,164,23,9,10,90.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Kristoffer Zachariassen,16.0,no NOR,CM,31-010,66,18,15,3,0,0,0,2,0,2,0,1,0,15,0,1,Kristoffer Zachariassen,16.0,no NOR,CM,31-010,66,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,1,0,Kristoffer Zachariassen,16.0,no NOR,CM,31-010,66,28,1,4,10,14,3,28,1,0,0.0,1,100.0,11,32,11,1,0,1,2,1,13,4,Kristoffer Zachariassen,16.0,no NOR,CM,31-010,66,0,0,0,2,1,0,2,0,1,0,0,0,0,4,1,80.0
J4,Julio Romão,Ferencváros,UEFA Europa League,66.0,br BRA,CM,27-222,24,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,1,1,17,18,94.4,3,8,1,0,0,Julio Romão,66.0,br BRA,CM,27-222,24,17,18,94.4,244,106,11,11,100.0,6,7,85.7,0,0,,0,0.0,0.0,0,0,0,0,3,Julio Romão,66.0,br BRA,CM,27-222,24,18,18,0,0,0,0,0,0,0,0,0,0,17,0,0,Julio Romão,66.0,br BRA,CM,27-222,24,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Julio Romão,66.0,br BRA,CM,27-222,24,21,2,3,12,6,0,21,0,0,,0,,8,67,24,1,0,0,1,0,10,0,Julio Romão,66.0,br BRA,CM,27-222,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
