Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Auxerre,French Ligue 1,J5,41%,249 of 334 — 75%,1 of 6 — 17%,2 of 2 — 100%
Toulouse,French Ligue 1,J5,59%,85% — 412 of 485,17% — 2 of 12,0% — 0 of 1
