Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Celta Vigo,UEFA Europa League,J2,63%,614 of 703 — 87%,9 of 15 — 60%,1 of 2 — 50%
PAOK,UEFA Europa League,J2,37%,82% — 339 of 413,40% — 2 of 5,66% — 6 of 9
