Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Sassuolo,Italian Serie A,J5,45%,273 of 356 — 77%,5 of 11 — 45%,4 of 5 — 80%
Udinese,Italian Serie A,J5,55%,82% — 364 of 443,42% — 5 of 12,40% — 2 of 5
