Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Le Havre,French Ligue 1,J3,42%,288 of 381 — 76%,8 of 12 — 67%,2 of 3 — 66%
Nice,French Ligue 1,J3,58%,82% — 435 of 528,43% — 3 of 7,62% — 5 of 8
