Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Parma,Italian Serie A,J8,30%,191 of 271 — 70%,3 of 10 — 30%,2 of 2 — 100%
Como,Italian Serie A,J8,70%,88% — 562 of 637,33% — 2 of 6,100% — 3 of 3
