Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
St. Pauli,German Bundesliga,J7,50%,343 of 475 — 72%,2 of 10 — 20%,2 of 5 — 40%
Hoffenheim,German Bundesliga,J7,50%,79% — 373 of 473,36% — 5 of 14,100% — 2 of 2
