,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J4,Randal Kolo Muani,Tottenham,UEFA Champions League,39.0,fr FRA,FW,26-334,71,0,1,0,0,3,1,1,0,25,0,0,1,0.5,0.5,0.3,3,1,9,15,60.0,1,12,4,7,3,Randal Kolo Muani,39.0,fr FRA,FW,26-334,71,9,15,60.0,92,21,5,6,83.3,2,2,100.0,0,0,,1,0.3,0.2,1,0,1,0,1,Randal Kolo Muani,39.0,fr FRA,FW,26-334,71,15,14,0,0,0,0,0,0,0,0,0,0,9,1,1,Randal Kolo Muani,39.0,fr FRA,FW,26-334,71,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Randal Kolo Muani,39.0,fr FRA,FW,26-334,71,25,0,1,6,18,7,25,7,3,42.9,2,28.6,12,76,58,4,1,3,1,0,19,3,Randal Kolo Muani,39.0,fr FRA,FW,26-334,71,1,0,0,1,2,0,0,0,0,0,0,0,3,0,1,0.0
J4,Richarlison,Tottenham,UEFA Champions League,9.0,br BRA,FW,28-178,19,0,0,0,1,2,0,0,0,8,0,0,0,1.0,0.2,0.0,0,0,1,2,50.0,0,4,0,0,0,Richarlison,9.0,br BRA,FW,28-178,19,1,2,50.0,4,3,0,0,,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0,Richarlison,9.0,br BRA,FW,28-178,19,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Richarlison,9.0,br BRA,FW,28-178,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Richarlison,9.0,br BRA,FW,28-178,19,8,1,4,1,3,3,7,0,0,,0,,4,17,1,0,0,0,2,4,8,0,Richarlison,9.0,br BRA,FW,28-178,19,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,75.0
J4,Wilson Odobert,Tottenham,UEFA Champions League,28.0,fr FRA,"LW,LM",20-341,79,1,0,0,0,1,1,0,0,36,1,0,0,0.3,0.3,0.0,2,1,22,26,84.6,8,17,3,7,3,Wilson Odobert,28.0,fr FRA,"LW,LM",20-341,79,22,26,84.6,317,116,13,14,92.9,7,9,77.8,1,1,100.0,0,0.0,0.1,0,5,1,0,8,Wilson Odobert,28.0,fr FRA,"LW,LM",20-341,79,26,26,0,0,1,0,1,0,0,0,0,0,22,0,1,Wilson Odobert,28.0,fr FRA,"LW,LM",20-341,79,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,1,Wilson Odobert,28.0,fr FRA,"LW,LM",20-341,79,36,1,3,18,16,2,36,7,3,42.9,3,42.9,17,150,83,3,2,0,4,0,27,5,Wilson Odobert,28.0,fr FRA,"LW,LM",20-341,79,0,0,0,0,0,0,1,0,1,0,0,0,6,2,0,100.0
J4,Dane Scarlett,Tottenham,UEFA Champions League,44.0,eng ENG,LM,21-225,11,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,2,0,3,3,100.0,0,3,2,2,1,Dane Scarlett,44.0,eng ENG,LM,21-225,11,3,3,100.0,42,7,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Dane Scarlett,44.0,eng ENG,LM,21-225,11,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Dane Scarlett,44.0,eng ENG,LM,21-225,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Dane Scarlett,44.0,eng ENG,LM,21-225,11,6,0,1,1,4,1,6,2,1,50.0,1,50.0,3,36,19,2,0,2,0,0,3,2,Dane Scarlett,44.0,eng ENG,LM,21-225,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0.0
J4,Brennan Johnson,Tottenham,UEFA Champions League,22.0,wls WAL,RW,24-165,56,1,0,0,0,1,1,0,1,20,0,0,2,0.5,0.5,0.0,3,1,13,16,81.3,1,8,3,2,2,Brennan Johnson,22.0,wls WAL,RW,24-165,56,13,16,81.3,201,26,7,9,77.8,4,4,100.0,1,1,100.0,0,0.0,0.1,1,0,1,0,1,Brennan Johnson,22.0,wls WAL,RW,24-165,56,16,16,0,0,0,0,0,0,0,0,0,0,13,0,1,Brennan Johnson,22.0,wls WAL,RW,24-165,56,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,Brennan Johnson,22.0,wls WAL,RW,24-165,56,20,1,2,5,13,4,20,2,2,100.0,0,0.0,8,51,26,3,0,2,0,0,15,5,Brennan Johnson,22.0,wls WAL,RW,24-165,56,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0.0
J4,Xavi Simons,Tottenham,UEFA Champions League,7.0,nl NED,"AM,RM",22-197,60,0,1,0,0,1,0,0,0,46,2,0,2,0.0,0.0,0.9,5,1,33,37,89.2,2,22,3,2,2,Xavi Simons,7.0,nl NED,"AM,RM",22-197,60,33,37,89.2,441,131,18,20,90.0,8,8,100.0,3,3,100.0,1,0.9,0.6,4,2,1,1,2,Xavi Simons,7.0,nl NED,"AM,RM",22-197,60,37,36,1,0,1,0,1,0,0,0,0,0,33,0,0,Xavi Simons,7.0,nl NED,"AM,RM",22-197,60,2,1,1,0,1,1,1,100.0,0,2,0,2,0,2,0,0,Xavi Simons,7.0,nl NED,"AM,RM",22-197,60,46,0,7,17,22,2,46,2,2,100.0,0,0.0,22,106,64,3,1,2,1,1,37,4,Xavi Simons,7.0,nl NED,"AM,RM",22-197,60,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0
J4,João Palhinha,Tottenham,UEFA Champions League,6.0,pt POR,CM,30-118,30,1,1,0,0,1,1,0,0,22,2,0,0,0.7,0.7,0.1,2,1,16,17,94.1,1,7,0,2,1,João Palhinha,6.0,pt POR,CM,30-118,30,16,17,94.1,217,99,8,8,100.0,6,6,100.0,0,1,0.0,1,0.1,0.0,1,4,0,0,1,João Palhinha,6.0,pt POR,CM,30-118,30,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0,João Palhinha,6.0,pt POR,CM,30-118,30,2,2,2,0,0,0,0,,0,0,0,0,0,2,0,1,João Palhinha,6.0,pt POR,CM,30-118,30,22,1,7,8,7,1,22,2,1,50.0,1,50.0,7,23,6,0,0,0,0,1,14,0,João Palhinha,6.0,pt POR,CM,30-118,30,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,
J4,Pape Matar Sarr,Tottenham,UEFA Champions League,29.0,sn SEN,"DM,RM",23-051,90,0,0,0,0,1,0,0,0,64,1,3,1,0.0,0.0,0.2,2,0,46,52,88.5,4,29,1,2,0,Pape Matar Sarr,29.0,sn SEN,"DM,RM",23-051,90,46,52,88.5,747,114,24,26,92.3,17,19,89.5,4,4,100.0,0,0.2,0.0,1,1,0,0,4,Pape Matar Sarr,29.0,sn SEN,"DM,RM",23-051,90,52,52,0,0,0,0,0,0,0,0,0,0,46,0,1,Pape Matar Sarr,29.0,sn SEN,"DM,RM",23-051,90,1,1,1,0,0,1,1,100.0,0,1,0,1,3,4,2,0,Pape Matar Sarr,29.0,sn SEN,"DM,RM",23-051,90,64,2,10,30,24,4,64,2,0,0.0,2,100.0,29,229,76,1,2,0,2,1,45,3,Pape Matar Sarr,29.0,sn SEN,"DM,RM",23-051,90,0,0,0,1,1,0,0,3,1,0,0,0,3,0,2,0.0
J4,Rodrigo Bentancur,Tottenham,UEFA Champions League,30.0,uy URU,"DM,CM",28-132,90,0,0,0,0,0,0,0,0,77,0,3,1,0.0,0.0,0.0,1,0,60,68,88.2,3,32,0,1,1,Rodrigo Bentancur,30.0,uy URU,"DM,CM",28-132,90,60,68,88.2,1022,199,25,29,86.2,22,23,95.7,9,10,90.0,0,0.0,0.0,0,3,0,0,3,Rodrigo Bentancur,30.0,uy URU,"DM,CM",28-132,90,68,68,0,0,0,0,0,0,0,0,0,0,60,0,2,Rodrigo Bentancur,30.0,uy URU,"DM,CM",28-132,90,0,0,0,0,0,0,0,,0,1,0,1,3,3,3,0,Rodrigo Bentancur,30.0,uy URU,"DM,CM",28-132,90,77,4,19,45,13,0,77,1,1,100.0,0,0.0,32,121,24,0,0,0,0,0,54,4,Rodrigo Bentancur,30.0,uy URU,"DM,CM",28-132,90,0,0,0,0,0,0,0,3,0,0,0,0,5,2,1,66.7
J4,Destiny Udogie,Tottenham,UEFA Champions League,13.0,it ITA,LB,22-341,72,0,0,0,0,1,1,0,0,52,1,1,0,0.0,0.0,0.0,1,0,37,46,80.4,2,22,3,1,0,Destiny Udogie,13.0,it ITA,LB,22-341,72,37,46,80.4,595,115,20,22,90.9,14,17,82.4,2,4,50.0,0,0.0,0.0,1,4,1,0,2,Destiny Udogie,13.0,it ITA,LB,22-341,72,46,40,6,0,0,0,1,6,0,0,0,0,37,0,1,Destiny Udogie,13.0,it ITA,LB,22-341,72,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,Destiny Udogie,13.0,it ITA,LB,22-341,72,52,1,11,22,19,4,52,1,0,0.0,0,0.0,22,88,50,3,0,2,1,0,37,10,Destiny Udogie,13.0,it ITA,LB,22-341,72,0,0,0,0,2,1,1,1,1,0,0,0,4,0,1,0.0
