Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Napoli,Italian Serie A,J4,64%,553 of 632 — 88%,6 of 18 — 33%,4 of 5 — 80%
Pisa,Italian Serie A,J4,36%,77% — 281 of 363,36% — 5 of 14,50% — 3 of 6
