Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lyon,UEFA Europa League,J3,60%,527 of 610 — 86%,6 of 18 — 33%,3 of 3 — 100%
Basel,UEFA Europa League,J3,40%,76% — 313 of 414,30% — 3 of 10,66% — 4 of 6
