Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Betis,Spanish La Liga,J3,50%,397 of 491 — 81%,2 of 9 — 22%,5 of 6 — 83%
Athletic Club,Spanish La Liga,J3,50%,82% — 400 of 487,40% — 6 of 15,50% — 1 of 2
