Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lorient,French Ligue 1,J6,47%,473 of 550 — 86%,8 of 19 — 42%,1 of 1 — 100%
Monaco,French Ligue 1,J6,53%,88% — 540 of 614,25% — 1 of 4,62% — 5 of 8
