Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Newcastle Utd,UEFA Champions League,J3,52%,376 of 458 — 82%,10 of 20 — 50%,2 of 2 — 100%
Benfica,UEFA Champions League,J3,48%,80% — 338 of 425,29% — 2 of 7,70% — 7 of 10
