Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Rayo Vallecano,Spanish La Liga,J3,44%,272 of 383 — 71%,6 of 12 — 50%,2 of 2 — 100%
Barcelona,Spanish La Liga,J3,56%,81% — 393 of 485,18% — 2 of 11,83% — 5 of 6
