Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Milan,Italian Serie A,J10,37%,277 of 344 — 81%,7 of 17 — 41%,5 of 5 — 100%
Roma,Italian Serie A,J10,63%,86% — 500 of 581,26% — 5 of 19,85% — 6 of 7
