Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Paris FC,French Ligue 1,J7,58%,613 of 684 — 90%,2 of 10 — 20%,3 of 3 — 100%
Lorient,French Ligue 1,J7,42%,82% — 406 of 495,38% — 3 of 8,0% — 0 of 2
