Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Espanyol,Spanish La Liga,J4,38%,260 of 333 — 78%,2 of 8 — 25%,8 of 9 — 88%
Mallorca,Spanish La Liga,J4,62%,83% — 453 of 547,39% — 9 of 23,0% — 0 of 2
