,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Giorgi Mamardashvili,Liverpool,UEFA Champions League,ge GEO,25-036,90,2,0,2,100.0,0.2,3,14,21.4,15,1,46.7,42.7,8,87.5,62.0,6,0,0.0,0,
J4,Thibaut Courtois,Real Madrid,UEFA Champions League,be BEL,33-177,90,9,1,8,88.9,1.7,2,11,18.2,27,5,33.3,34.0,4,50.0,43.8,11,1,9.1,6,21.4
