Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Real Madrid,Spanish La Liga,J5,72%,727 of 790 — 92%,5 of 16 — 31%,1 of 1 — 100%
Espanyol,Spanish La Liga,J5,28%,81% — 245 of 302,13% — 1 of 8,60% — 3 of 5
