,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Baboucarr Gaye,Shkëndija 79,UEFA Europa Conference League,gm GAM,27-255,90,3,1,2,66.7,0.3,9,24,37.5,26,3,69.2,47.7,8,75.0,54.6,21,0,0.0,0,
J3,Miłosz Piekutowski,Jagiellonia,UEFA Europa Conference League,pl POL,19-182,90,3,1,2,66.7,0.6,0,1,0.0,23,6,4.3,17.3,6,0.0,23.8,9,0,0.0,2,12.7
