,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Žan Leban,NK Celje,UEFA Europa Conference League,si SVN,23-309,90,9,1,8,88.9,1.6,2,9,22.2,26,5,30.8,31.0,5,20.0,32.4,17,2,11.8,0,9.7
J3,Kacper Tobiasz,Legia Warsaw,UEFA Europa Conference League,pl POL,23-002,90,5,2,3,60.0,0.8,4,8,50.0,26,3,26.9,30.0,6,16.7,29.3,11,0,0.0,0,
